tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,sample_ID,short_name_id,protocol
2905967,2,2905967,Candidatus Minimicrobia,,bacteria,FALSE,327.415,144625,154,,,90.9049,727.435,10^-103.415,,,,,,,,,"[2841264, 2841263]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2901164,2,2901164,Stutzerimonas,,bacteria,FALSE,1.59151,703,1,,,85.744,477,10^-220.39,,,,,,,,,[74829],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2884814,2,2884814,Pseudoprevotella,,bacteria,FALSE,9.01254,3981,6,,,85.8742,105,10^-38.7511,,,,,,,,,[2133944],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2801844,2,2801844,Arachnia,,bacteria,FALSE,15.0549,6650,13,,,97.8254,299.538,10^-155.738,,,,,,,,,[1750],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2767887,2,2767887,Ligilactobacillus,,bacteria,FALSE,1.97864,874,1,,,98.039,459,10^-289.026,,,,,,,,,[1624],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2767353,2,2767353,Lancefieldella,,bacteria,FALSE,16.7369,7393,5,,,91.6981,1212.4,10^-246.243,,,,,,,,,[1382],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2742598,2,2742598,Limosilactobacillus,,bacteria,FALSE,7.13351,3151,4,,,96.8318,633.25,10^-200.446,,,,,,,,,[1633],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2529408,2,2529408,Schaalia,,bacteria,FALSE,85.704,37857,51,,,87.4884,538.902,10^-232.659,,,,,,,,,[1660],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2093823,2,2093823,Nanosynbacter,,bacteria,FALSE,393.502,173817,255,,,90.9057,500.184,10^-129.475,,,,,,,,,"[2899133, 2572088]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2025617,2,2025617,Ketobacter,,bacteria,FALSE,31.305,13828,20,,,80.3,521.8,10^-203.334,,,,,,,,,[1917421],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1960084,2,1960084,Rodentibacter,,bacteria,FALSE,0.824055,364,1,,,87.019,208,10^-92.4341,,,,,,,,,[758],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1920762,2,1920762,Litunavirus,,viruses,TRUE,4.70209,2077,5,,,100,52.8,10^-23.5892,,,,,,,,,[3058783],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1870884,2,1870884,Clostridioides,,bacteria,FALSE,1.05497,466,1,,,99.661,295,10^-187.662,,,,,,,,,[1496],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1866885,2,1866885,Mycolicibacterium,,bacteria,FALSE,11.5843,5117,7,,,98.6753,51,10^-21.3878,,,,,,,,,[59813],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1822464,2,1822464,Paraburkholderia,,bacteria,FALSE,2.14843,949,1,,,80.24,167,10^-56.1617,,,,,,,,,[75105],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1505657,2,1505657,Intestinibacter,,bacteria,FALSE,2.85929,1263,3,,,97.215,251.333,10^-149.534,,,,,,,,,[1505659],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1164882,2,1164882,Lachnoanaerobaculum,,bacteria,FALSE,42.3596,18711,24,,,92.0255,606.458,10^-167.06,,,,,,,,,"[2490855, 617123]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
704816,2,704816,Opisthograptis,,eukaryota,FALSE,0.667847,295,1,,,89.344,122,10^-52.8671,,,,,,,,,[934882],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
572908,2,572908,Udea,,eukaryota,FALSE,0.959888,424,1,,,80.319,188,10^-65.0306,,,,,,,,,[1002971],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
572808,2,572808,Agriphila,,eukaryota,FALSE,1.30853,578,1,,,82.267,344,10^-138.876,,,,,,,,,[572809],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
543311,2,543311,Parvimonas,,bacteria,FALSE,6.90712,3051,6,,,84.9794,338.833,10^-127.381,,,,,,,,,[33033],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
478070,2,478070,Labrenzia,,bacteria,FALSE,1.22929,543,1,,,93.75,64,10^-25.6999,,,,,,,,,[2587861],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
416916,2,416916,Aggregatibacter,,bacteria,FALSE,0.64068,283,1,,,95.89,73,10^-33.1908,,,,,,,,,[2820817],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
393350,2,393350,Cabera,,eukaryota,FALSE,0.837638,370,1,,,84.038,213,10^-86.2482,,,,,,,,,[722659],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
334624,2,334624,Oppiella,,eukaryota,FALSE,11.9307,5270,7,,,88.9911,443.143,10^-223.659,,,,,,,,,[334625],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
254717,2,254717,Chrysodeixis,,eukaryota,FALSE,0.867069,383,1,,,82.727,220,10^-85.5479,,,,,,,,,[689277],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
239759,2,239759,Alistipes,,bacteria,FALSE,14.9575,6607,6,,,87.4863,84.3333,10^-30.3847,,,,,,,,,[2662363],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
214282,2,214282,Ochropleura,,eukaryota,FALSE,6.22116,2748,9,,,91.3364,124.333,10^-57.5097,,,,,,,,,[320037],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
212742,2,212742,Morococcus,,bacteria,FALSE,10.5995,4682,6,,,94.3148,592.5,10^-275.087,,,,,,,,,[1056807],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
195950,2,195950,Tannerella,,bacteria,FALSE,30.6825,13553,16,,,92.6773,632.375,10^-162.598,,,,,,,,,[712710],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
173369,2,173369,Cephaleuros,,eukaryota,FALSE,1.04592,462,1,,,100,50,10^-21.69,,,,,,,,,[1985640],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
168630,2,168630,Chilo,,eukaryota,FALSE,0.96668,427,1,,,93.5851,265,10^-66.1035,,,,,,,,,[168631],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
118747,2,118747,Bulleidia,,bacteria,FALSE,14.6292,6462,14,,,81.0601,296.929,10^-112.722,,,,,,,,,[2806552],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
117563,2,117563,Granulicatella,,bacteria,FALSE,45.7849,20224,34,,,88.4021,390.029,10^-134.109,,,,,,,,,"[137732, 46124]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
103830,2,103830,Mythimna,,eukaryota,FALSE,0.52975,234,1,,,90.123,81,10^-31.7732,,,,,,,,,[987985],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
89966,2,89966,Hymenobacter,,bacteria,FALSE,40.2451,17777,39,,,81.8343,155.256,10^-54.7154,,,,,,,,,[1484118],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
86331,2,86331,Mogibacterium,,bacteria,FALSE,305.027,134736,143,1,9146,94.5107,781.503,10^-178.306,20.7055,9146,4,1,9146,99.6,476,10^-307.653,[114527],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
85072,2,85072,Allochromatium,,bacteria,FALSE,0.996111,440,1,,,100,53,10^-23.7232,,,,,,,,,[1049],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
83461,2,83461,Corallococcus,,bacteria,FALSE,15.331,6772,15,,,86.7066,123.333,10^-49.1112,,,,,,,,,[35],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
79498,2,79498,Lacanobia,,eukaryota,FALSE,2.21861,980,3,,,86.304,160,10^-66.0275,,,,,,,,,"[987426, 79499]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
61471,2,61471,Timema,,eukaryota,FALSE,1.03007,455,1,,,80.247,162,10^-54.1163,,,,,,,,,[61484],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
60940,2,60940,Branchellion,,eukaryota,FALSE,0.629361,278,1,,,87.5,88,10^-32.4234,,,,,,,,,[375517],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
57138,2,57138,Calonectria,,eukaryota,FALSE,1.82243,805,1,,,100,47,10^-19.6583,,,,,,,,,[182845],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
56688,2,56688,Halorubrum,,archaea,FALSE,157.218,69446,93,,,80.2888,124.624,10^-38.7801,,,,,,,,,"[2982524, 2497325]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
53335,2,53335,Pantoea,,bacteria,FALSE,1.15458,510,1,,,80.405,148,10^-48.6661,,,,,,,,,[218084],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
47670,2,47670,Lautropia,,bacteria,FALSE,1.63453,722,1,,,94.5949,444,10^-53.5836,,,,,,,,,[47671],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
46580,2,46580,Spirometra,,eukaryota,FALSE,2.27068,1003,3,,,93.8573,159.667,10^-73.2353,,,,,,,,,[99802],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
46255,2,46255,Weissella,,bacteria,FALSE,9.90677,4376,5,,,97.8195,693,10^-161.123,,,,,,,,,"[137591, 1583]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
46123,2,46123,Abiotrophia,,bacteria,FALSE,289.805,128012,187,,,92.6549,512.583,10^-127.799,,,,,,,,,[46125],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
44259,2,44259,Filifactor,,bacteria,FALSE,4.11575,1818,2,,,89.5623,730,10^-221.446,,,,,,,,,[143361],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
43668,2,43668,Brachybacterium,,bacteria,FALSE,248.507,109770,152,,,95.1543,571.52,10^-300.249,,,,,,,,,"[1903186, 1331682, 43669]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
42295,2,42295,Colias,clouded yellows,eukaryota,FALSE,0.85575,378,1,,,87.805,123,10^-50.805,,,,,,,,,[42296],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
40323,2,40323,Stenotrophomonas,,bacteria,FALSE,142.663,63017,51,,,93.9054,1075.45,10^-228.374,,,,,,,,,"[216778, 40324]",1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
32257,2,32257,Kingella,,bacteria,FALSE,185.505,81941,124,,,97.1682,501.952,10^-293.237,,,,,,,,,"[1522312, 505]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
32207,2,32207,Rothia,,bacteria,FALSE,108.422,47892,100,,,95.696,315.27,10^-62.7325,,,,,,,,,"[43675, 2047]",1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
32067,2,32067,Leptotrichia,,bacteria,FALSE,430.173,190015,230,,,92.2969,621.03,10^-179.632,,,,,,,,,"[1785996, 712362, 712361, 712357, 554406, 157688, 157687, 109328, 40542]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
29465,2,29465,Veillonella,,bacteria,FALSE,777.405,343394,503,,,93.6904,492.586,10^-205.907,,,,,,,,,"[2682456, 2682455, 423477, 39778, 39777, 29466]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
28100,2,28100,Phyllobacterium,,bacteria,FALSE,68.014,30043,26,,,81.6465,877.962,10^-262.505,,,,,,,,,"[2718938, 555317]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
7459,2,7459,Apis,,eukaryota,FALSE,0.59993,265,1,,,82.946,129,10^-45.2948,,,,,,,,,[7462],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
7451,2,7451,Vespula,,eukaryota,FALSE,0.581819,257,1,,,83.133,83,10^-24.9008,,,,,,,,,[7454],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
6525,2,6525,Biomphalaria,,eukaryota,FALSE,0.96668,427,1,,,81.212,165,10^-57.5393,,,,,,,,,[6526],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
5820,2,5820,Plasmodium,,eukaryota,FALSE,5.05979,2235,3,,,99.3197,52.6667,10^-23.0403,,,,,,,,,[5821],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
5761,2,5761,Naegleria,,eukaryota,FALSE,719.543,317835,667,,,91.5033,310.072,10^-156.955,,,,,,,,,[5763],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
5543,2,5543,Trichoderma,,eukaryota,FALSE,7.06559,3121,5,,,99.2364,50,10^-21.1425,,,,,,,,,"[63577, 29875]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
5475,2,5475,Candida,,eukaryota,FALSE,2.32728,1028,1,,,97.674,688,10^-307.653,,,,,,,,,[5476],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
4830,2,4830,Mucor,,eukaryota,FALSE,2.36803,1046,2,,,100,50.5,10^-22.0305,,,,,,,,,[1715236],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
3869,2,3869,Lupinus,,eukaryota,FALSE,0,,,,,,,,73.0081,32249,39,1,32249,71.3,160,10^-61.7773,[3870],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
3633,2,3633,Gossypium,,eukaryota,FALSE,1.56661,692,2,,,90.6405,205,10^-99.9953,,,,,,,,,[3635],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2737,2,2737,Vagococcus,,bacteria,FALSE,2.59442,1146,1,,,98.305,944,10^-307.653,,,,,,,,,[81947],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
2717,2,2717,Cardiobacterium,,bacteria,FALSE,82.6636,36514,81,,,96.1179,288.407,10^-156.764,,,,,,,,,"[2866573, 2718]",1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1654,2,1654,Actinomyces,,bacteria,FALSE,38.1556,16854,35,,,88.5209,308.771,10^-138.048,,,,,,,,,"[1851395, 712127, 55565, 1656, 1655]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1647,2,1647,Erysipelothrix,,bacteria,FALSE,2.56272,1132,1,,,83.14,172,10^-65.0693,,,,,,,,,[2714929],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1637,2,1637,Listeria,,bacteria,FALSE,2.20729,975,1,,,96.527,691,10^-307.653,,,,,,,,,[1639],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1578,2,1578,Lactobacillus,,bacteria,FALSE,4.18366,1848,3,,,98.2157,377,10^-223.541,,,,,,,,,[147802],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1386,2,1386,Bacillus,,bacteria,FALSE,0.663319,293,1,,,100,84,10^-44.795,,,,,,,,,[83428],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1378,2,1378,Gemella,,bacteria,FALSE,479.082,211619,275,,,93.6428,574.556,10^-159.407,,,,,,,,,"[84135, 29391, 1379]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1350,2,1350,Enterococcus,,bacteria,FALSE,44.7684,19775,21,,,97.7722,569.952,10^-258.239,,,,,,,,,"[1354, 1352, 1351]",2,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1301,2,1301,Streptococcus,,bacteria,FALSE,3189.83,1409005,1955,1,13669,93.6505,507.057,10^-184.598,30.9451,13669,7,1,13669,99.5,379,10^-267.156,"[3038077, 2972784, 2819619, 2759692, 2710759, 2610896, 2598457, 2598453, 2576376, 1839799, 1759399, 1501662, 1433513, 1419814, 1156431, 712633, 712624, 712623, 684066, 315405, 257758, 197614, 113107, 76860, 68892, 45634, 28037, 1343, 1338, 1335, 1328, 1319, 1318, 1314, 1313, 1311, 1308, 1307, 1305, 1304, 1303, 1302]",10,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1279,2,1279,Staphylococcus,,bacteria,FALSE,10.7467,4747,6,,,98.2012,526,10^-199.299,,,,,,,,,"[283734, 1290, 1284, 1280]",2,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1243,2,1243,Leuconostoc,,bacteria,FALSE,6.6015,2916,3,,,97.5561,802,10^-189.449,,,,,,,,,[1246],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1033,2,1033,Afipia,,bacteria,FALSE,115.59,51058,36,,,88.7252,770.167,10^-172.414,,,,,,,,,[40137],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
1016,2,1016,Capnocytophaga,,bacteria,FALSE,134.713,59505,75,,,94.8165,609.293,10^-95.3764,,,,,,,,,"[2708117, 2545799, 1705617, 1316596, 327575, 159273, 1019, 1017]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
970,2,970,Selenomonas,,bacteria,FALSE,1.7115,756,1,,,94.4626,614,10^-56.4036,,,,,,,,,[69823],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
890,2,890,Desulfuromonas,,bacteria,FALSE,2.03297,898,2,,,85.799,122,10^-46.6932,,,,,,,,,[2802975],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
848,2,848,Fusobacterium,,bacteria,FALSE,137.728,60837,99,,,96.2851,405.263,10^-124.9,,,,,,,,,"[2663009, 76859, 76857, 860]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
838,2,838,Prevotella,,bacteria,FALSE,3690.78,1630282,2565,1,16892,93.6694,443.852,10^-172.401,38.2416,16892,8,1,16892,99,299,10^-204.397,"[2913616, 1177574, 712471, 652716, 589437, 470565, 60133, 28137, 28133, 28132, 28131, 28128]",2,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
836,2,836,Porphyromonas,,bacteria,FALSE,81.2487,35889,60,,,88.9046,435.983,10^-182.005,23.7776,10503,5,1,10503,97,734,10^-307.653,"[1924944, 712435, 28124, 837]",1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
816,2,816,Bacteroides,,bacteria,FALSE,5.69821,2517,3,,,92.8985,507.667,10^-188.036,,,,,,,,,"[290053, 28116, 28113]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
724,2,724,Haemophilus,,bacteria,FALSE,154.322,68167,117,,,97.0753,383.308,10^-198.916,,,,,,,,,"[729, 726]",1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
642,2,642,Aeromonas,,bacteria,FALSE,0.993847,439,1,,,90.141,71,10^-26.341,,,,,,,,,[218936],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
570,2,570,Klebsiella,,bacteria,FALSE,1.14553,506,1,,,99.394,330,10^-210.258,,,,,,,,,[573],1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
551,2,551,Erwinia,,bacteria,FALSE,0.817263,361,1,,,80.303,198,10^-69.1252,,,,,,,,,[1922217],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
482,2,482,Neisseria,,bacteria,FALSE,894.851,395272,586,1,23520,96.0424,531.828,10^-165.83,53.2466,23520,17,1,23520,99.1,666,10^-307.653,"[2972775, 1871109, 1608896, 655307, 641148, 33053, 28449, 496, 490, 488, 487, 484]",1,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
469,2,469,Acinetobacter,,bacteria,FALSE,33.8723,14962,22,,,98.0211,513.318,10^-233.004,,,,,,,,,"[2810070, 29430]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
374,2,374,Bradyrhizobium,,bacteria,FALSE,238.75,105460,167,,,95.2011,431.832,10^-204.483,,,,,,,,,"[2840469, 2715960, 2597515, 2590772, 2578114, 2170627, 1521768, 1404367, 931866, 255045, 115808]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
286,2,286,Pseudomonas,,bacteria,FALSE,69767.2,30817430,38372,26,1139188,96.8191,652.589,10^-228.92,2237.03,988137,724,26,988137,94.4347,358.812,10^-205.172,"[3003351, 2998079, 2976884, 2901380, 2899822, 2895473, 2895471, 2892442, 2886361, 2870750, 2866807, 2864101, 2855434, 2853159, 2842349, 2842348, 2812000, 2777367, 2762896, 2762577, 2749808, 2749807, 2745519, 2745518, 2745514, 2738831, 2730848, 2725477, 2697023, 2684212, 2605424, 2600065, 2565368, 2498848, 2487355, 2293832, 2219057, 2213015, 2169583, 2083055, 2083054, 2056231, 2054919, 2025658, 1855380, 1844106, 1573711, 1500686, 1344094, 1284392, 1206777, 1198456, 1173283, 1163398, 1114970, 651740, 587753, 528343, 517398, 515393, 485898, 380021, 359110, 321846, 251701, 251699, 244566, 219574, 219572, 200451, 200450, 198620, 191390, 169669, 157782, 129817, 122355, 117681, 117680, 104087, 76761, 76760, 76758, 75612, 75588, 53408, 47883, 47879, 47878, 47877, 46677, 29442, 317, 303, 301, 296, 294, 287]",3,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
194,2,194,Campylobacter,,bacteria,FALSE,27.7711,12267,33,,,94.8039,196.909,10^-105.954,,,,,,,,,"[1660076, 199]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
118,2,118,Planctomyces,,bacteria,FALSE,1.0278,454,1,,,81.197,117,10^-37.103,,,,,,,,,[1636152],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
68,2,68,Lysobacter,,bacteria,FALSE,184.885,81667,84,,,82.7043,149.988,10^-54.2233,,,,,,,,,[2992573],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-200,2,-200,all taxa with neither family nor genus classification,,,FALSE,4672.25,2063818,2715,2,25198,91.06,546.695,10^-179.468,386.074,170536,160,2,170536,52.6888,363.031,10^-100.124,"[2960088, 2832643, 2828008, 2827726, 2827558, 2825411, 2825396, 2825266, 2825110, 2825109, 2710496, 2572089, 2548119, 2100421, 2026720, 1962672, 1913989, 155900, 77133, 38018]",0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-200010841,2,-200010841,non-genus-specific reads in family Microviridae,,viruses,FALSE,0.76293,337,1,,,97.633,169,10^-97.3276,,,,,,,,,[2202644],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-200010860,2,-200010860,non-genus-specific reads in family Inoviridae,,viruses,FALSE,1.98543,877,1,,,89.4084,727,10^-109.438,,,,,,,,,[2219103],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-200041294,2,-200041294,non-genus-specific reads in family Nitrobacteraceae,,bacteria,FALSE,4.20178,1856,1,,,81.04,327,10^-125.861,,,,,,,,,[2072420],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-200186803,2,-200186803,non-genus-specific reads in family Lachnospiraceae,,bacteria,FALSE,4.31723,1907,3,,,96.6537,474.667,10^-271.529,,,,,,,,,[712982],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-200543314,2,-200543314,non-genus-specific reads in family Eubacteriales Family XIII. Incertae Sedis,,bacteria,FALSE,452.406,199836,237,,,91.6064,656.266,10^-198.765,,,,,,,,,[143393],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
-202169529,2,-202169529,non-genus-specific reads in family Ackermannviridae,,viruses,FALSE,5.13903,2270,7,,,92.1587,141.857,10^-68.979,,,,,,,,,[2831612],0,RDC_INC_PAN_s_019_T_775854_taxon_report,PAN019,PtCl4 eSISPA
3085669,2,3085669,Paenimyroides,,bacteria,FALSE,6.17672,2669,2,,,83.696,92,10^-29.6594,,,,,,,,,[2968490],0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA
2979332,2,2979332,Prescottella,,bacteria,FALSE,52.8736,22847,39,,,96.0265,66.5641,10^-23.025,,,,,,,,,[1323361],0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA
2974257,2,2974257,Hoylesella,,bacteria,FALSE,7.78049,3362,5,,,96.7062,508.6,10^-140.558,144.589,62478,27,1,62478,100,261,10^-175.818,"[228603, 76123, 840]",0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA
2974251,2,2974251,Segatella,,bacteria,FALSE,183.804,79423,91,,,96.6308,708.747,10^-254.332,,,,,,,,,"[165179, 28135]",0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA
2944815,2,2944815,Wielerella,,bacteria,FALSE,1.55286,671,1,,,86.842,456,10^-216.979,,,,,,,,,[2917790],0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA
2905967,2,2905967,Candidatus Minimicrobia,,bacteria,FALSE,217.942,94174,83,,,94.6504,970.482,10^-206.615,,,,,,,,,"[2841264, 2841263]",0,RDC_INC_PAN_s_015_775847_taxon_report,PAN015,eSISPA
