tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,sample_ID,short_name_id,protocol,mean_nt_bpm,sd_nt_bpm,z_score,sample_type
1912216,2,1912216,Cutibacterium,,bacteria,FALSE,166.393,11639,14,NA,NA,96.3743,669.286,10^-268.19,NA,NA,NA,NA,NA,NA,NA,,[1747],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-179.7989623,oral swab
1870884,2,1870884,Clostridioides,,bacteria,FALSE,7.36254,515,1,NA,NA,83.333,132,10^-47.3434,NA,NA,NA,NA,NA,NA,NA,,[1496],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,8.36254,oral swab
1855416,2,1855416,Qipengyuania,,bacteria,FALSE,18.6994,1308,1,NA,NA,99.083,109,10^-60.4641,NA,NA,NA,NA,NA,NA,NA,,[2909673],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,19.6994,oral swab
1649510,2,1649510,Variibacter,,bacteria,FALSE,10.0931,706,1,NA,NA,83.14,605,10^-261.458,NA,NA,NA,NA,NA,NA,NA,,[1333996],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,11.0931,oral swab
1470540,2,1470540,Jeotgalibaca,,bacteria,FALSE,17.8417,1248,2,NA,NA,88.953,471.5,10^-238.581,NA,NA,NA,NA,NA,NA,NA,,[1868794],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,18.8417,oral swab
1395974,2,1395974,Tardiphaga,,bacteria,FALSE,25.9047,1812,2,NA,NA,80.834,454.5,10^-178.217,NA,NA,NA,NA,NA,NA,NA,,"[1404741, 943830]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-31.21345692,oral swab
1184606,2,1184606,Austwickia,,bacteria,FALSE,10.4362,730,1,NA,NA,88.946,579,10^-295.787,NA,NA,NA,NA,NA,NA,NA,,[1872664],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,11.4362,oral swab
1164882,2,1164882,Lachnoanaerobaculum,,bacteria,FALSE,90.4235,6325,9,NA,NA,91.9714,384.333,10^-178.997,NA,NA,NA,NA,NA,NA,NA,,[617123],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,2.09872339,oral swab
1085622,2,1085622,Propioniciclava,,bacteria,FALSE,15.7115,1099,2,NA,NA,94.27,388,10^-222.56,NA,NA,NA,NA,NA,NA,NA,,[2760308],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-59.71160019,oral swab
946234,2,946234,Flavonifractor,,bacteria,FALSE,11.4227,799,1,NA,NA,91.602,643,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[292800],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,12.4227,oral swab
909656,2,909656,Phocaeicola,,bacteria,FALSE,73.8256,5164,6,NA,NA,92.3975,648,10^-301.432,NA,NA,NA,NA,NA,NA,NA,,"[387090, 376805, 357276]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,74.8256,oral swab
694002,2,694002,Betacoronavirus,,viruses,FALSE,344.781,24117,23,NA,NA,97.4314,761.652,10^-297.716,NA,NA,NA,NA,NA,NA,NA,,[694009],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-4.524824254,oral swab
687332,2,687332,Betatorquevirus,,viruses,FALSE,509.202,35618,47,NA,NA,94.4253,571.468,10^-205.876,NA,NA,NA,NA,NA,NA,NA,,[93678],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,36.83818465,oral swab
670516,2,670516,Mycobacteroides,,bacteria,FALSE,56.5558,3956,4,NA,NA,84.258,836.25,10^-285.666,NA,NA,NA,NA,NA,NA,NA,,"[1578165, 83262, 1774]",1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,57.5558,oral swab
543311,2,543311,Parvimonas,,bacteria,FALSE,1542.19,107874,136,NA,NA,90.9738,604.934,10^-250.427,NA,NA,NA,NA,NA,NA,NA,,[33033],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,1543.19,oral swab
469322,2,469322,Steroidobacter,,bacteria,FALSE,73.1823,5119,6,NA,NA,90.1403,684.667,10^-298.003,NA,NA,NA,NA,NA,NA,NA,,[465721],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-61.97037253,oral swab
467975,2,467975,Iamia,,bacteria,FALSE,51.738,3619,4,NA,NA,85.8487,752.5,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[467976],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,52.738,oral swab
414371,2,414371,Aureimonas,,bacteria,FALSE,10.5363,737,1,NA,NA,97.747,577,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[2816454],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,11.5363,oral swab
378210,2,378210,Methyloversatilis,,bacteria,FALSE,12.595,881,1,NA,NA,95.467,728,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[1842540],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,13.595,oral swab
366614,2,366614,Haematobacter,,bacteria,FALSE,29.536,2066,1,NA,NA,92.429,1968,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[195105],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-1.616296118,oral swab
343582,2,343582,Nemotelus,,eukaryota,FALSE,51.7523,3620,4,NA,NA,85.8231,487,10^-121.684,NA,NA,NA,NA,NA,NA,NA,,[343700],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,52.7523,oral swab
294691,2,294691,Psylliodes,,eukaryota,FALSE,7.79143,545,1,NA,NA,85.175,371,10^-165.605,NA,NA,NA,NA,NA,NA,NA,,[2598218],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-4.066600877,oral swab
281915,2,281915,Curvibacter,,bacteria,FALSE,6.33322,443,1,NA,NA,87.455,279,10^-130.047,NA,NA,NA,NA,NA,NA,NA,,[230310],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,7.33322,oral swab
248038,2,248038,Mucispirillum,,bacteria,FALSE,8.04876,563,1,NA,NA,85.407,418,10^-189.569,NA,NA,NA,NA,NA,NA,NA,,[248039],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,9.04876,oral swab
239934,2,239934,Akkermansia,,bacteria,FALSE,11.2654,788,1,NA,NA,91.479,622,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[2927224],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,12.2654,oral swab
239759,2,239759,Alistipes,,bacteria,FALSE,38.9714,2726,3,NA,NA,92.805,672.667,10^-302.983,NA,NA,NA,NA,NA,NA,NA,,"[2662363, 328814, 28117]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,39.9714,oral swab
227979,2,227979,Jeotgalicoccus,,bacteria,FALSE,7.70565,539,1,NA,NA,95.396,391,10^-230.083,NA,NA,NA,NA,NA,NA,NA,,[2708346],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,8.70565,oral swab
189330,2,189330,Dorea,,bacteria,FALSE,17.9989,1259,1,NA,NA,90.608,1086,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[39486],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,18.9989,oral swab
165779,2,165779,Anaerococcus,,bacteria,FALSE,65.6339,4591,7,NA,NA,87.1829,455,10^-215.524,NA,NA,NA,NA,NA,NA,NA,,"[1287640, 33037, 33034]",1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-11.1111236,oral swab
165697,2,165697,Sphingopyxis,,bacteria,FALSE,51.8523,3627,3,NA,NA,96.8117,482.667,10^-284.944,NA,NA,NA,NA,NA,NA,NA,,[33050],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,52.8523,oral swab
165695,2,165695,Sphingobium,,bacteria,FALSE,43.632,3052,3,NA,NA,96.657,848.333,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[13690],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-22.83292453,oral swab
158846,2,158846,Megamonas,,bacteria,FALSE,8.36328,585,1,NA,NA,91.414,396,10^-211.551,NA,NA,NA,NA,NA,NA,NA,,[158847],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,9.36328,oral swab
152053,2,152053,Starkeya,,bacteria,FALSE,67.9927,4756,6,NA,NA,95.6263,634.833,10^-301.806,NA,NA,NA,NA,NA,NA,NA,,[2709380],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-22.20624996,oral swab
150022,2,150022,Finegoldia,,bacteria,FALSE,7.77713,544,1,NA,NA,86.523,371,10^-172.467,NA,NA,NA,NA,NA,NA,NA,,[1260],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-4.539335465,oral swab
149698,2,149698,Massilia,,bacteria,FALSE,12.6093,882,1,NA,NA,86.713,715,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[2861282],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-4.37803567,oral swab
141948,2,141948,Thermomonas,,bacteria,FALSE,7.31966,512,1,NA,NA,94.678,357,10^-205.42,NA,NA,NA,NA,NA,NA,NA,,[2202149],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-9.580150168,oral swab
141402,2,141402,Evadne,,eukaryota,FALSE,8.04876,563,1,NA,NA,93.22,236,10^-126.689,NA,NA,NA,NA,NA,NA,NA,,[141404],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,9.04876,oral swab
117563,2,117563,Granulicatella,,bacteria,FALSE,138.473,9686,13,NA,NA,93.049,538.769,10^-208.763,NA,NA,NA,NA,NA,NA,NA,,"[137732, 46124]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-6.607475691,oral swab
106633,2,106633,Thioalkalivibrio,,bacteria,FALSE,6.81929,477,1,NA,NA,88,325,10^-156.056,NA,NA,NA,NA,NA,NA,NA,,[186931],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,7.81929,oral swab
106591,2,106591,Ensifer,,bacteria,FALSE,23.603,1651,2,NA,NA,88.8635,651,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[106592],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,24.603,oral swab
100815,2,100815,Madurella,,eukaryota,FALSE,9.3926,657,1,NA,NA,80.568,458,10^-178.551,NA,NA,NA,NA,NA,NA,NA,,[100816],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-30.12162216,oral swab
92793,2,92793,Aquabacterium,,bacteria,FALSE,18.9425,1325,1,NA,NA,93.562,1196,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[1296669],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-11.26644909,oral swab
85413,2,85413,Bosea,,bacteria,FALSE,22.4879,1573,2,NA,NA,96.4608,277.5,10^-139.374,NA,NA,NA,NA,NA,NA,NA,,"[2969621, 1526658]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-9.886328491,oral swab
83770,2,83770,Succinivibrio,,bacteria,FALSE,11.6085,812,1,NA,NA,88.386,663,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[83771],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,12.6085,oral swab
80865,2,80865,Delftia,,bacteria,FALSE,10.8222,757,1,NA,NA,95.017,602,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[180282],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-3.57187211,oral swab
79808,2,79808,Coniochaeta,,eukaryota,FALSE,6.033,422,1,NA,NA,97.233,253,10^-150.675,NA,NA,NA,NA,NA,NA,NA,,[3024788],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-16.64223972,oral swab
79498,2,79498,Lacanobia,,eukaryota,FALSE,5.78996,405,1,NA,NA,87.5,232,10^-106.11,NA,NA,NA,NA,NA,NA,NA,,[79499],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,6.78996,oral swab
70742,2,70742,Peronospora,,eukaryota,FALSE,18.5708,1299,1,NA,NA,88.75,80,10^-29.7201,NA,NA,NA,NA,NA,NA,NA,,[542832],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,19.5708,oral swab
68287,2,68287,Mesorhizobium,,bacteria,FALSE,11.6514,815,1,NA,NA,87.952,249,10^-116.372,NA,NA,NA,NA,NA,NA,NA,,[381],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-27.78453928,oral swab
67575,2,67575,Rheinheimera,,bacteria,FALSE,6.80499,476,1,NA,NA,98.322,298,10^-184.227,NA,NA,NA,NA,NA,NA,NA,,[1763998],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-5.73076897,oral swab
66017,2,66017,Digitaria,,eukaryota,FALSE,7.46262,522,1,NA,NA,93.75,352,10^-197.878,NA,NA,NA,NA,NA,NA,NA,,[1010633],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-38.35831273,oral swab
59732,2,59732,Chryseobacterium,,bacteria,FALSE,34.6969,2427,4,NA,NA,88.633,338.5,10^-164.966,NA,NA,NA,NA,NA,NA,NA,,"[2487065, 536441]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-10.18050629,oral swab
57493,2,57493,Kocuria,,bacteria,FALSE,27.4058,1917,2,NA,NA,96.3886,808,10^-236.895,NA,NA,NA,NA,NA,NA,NA,,[2719588],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-18.26317693,oral swab
55193,2,55193,Malassezia,,eukaryota,FALSE,113.941,7970,10,NA,NA,90.3511,639.2,10^-275.557,NA,NA,NA,NA,NA,NA,NA,,"[76775, 76773]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-32.39768919,oral swab
55077,2,55077,Monomorium,,eukaryota,FALSE,8.53483,597,1,NA,NA,96.27,429,10^-258.863,NA,NA,NA,NA,NA,NA,NA,,[307658],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,9.53483,oral swab
53457,2,53457,Janibacter,,bacteria,FALSE,137.072,9588,13,NA,NA,96.0806,574.231,10^-252.069,NA,NA,NA,NA,NA,NA,NA,,"[2806261, 2761047, 2058291, 1794548, 886116, 857417, 262209]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-54.51585963,oral swab
53355,2,53355,Terrabacter,,bacteria,FALSE,7.84861,549,1,NA,NA,96.335,382,10^-229.407,NA,NA,NA,NA,NA,NA,NA,,[169546],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-10.43256782,oral swab
53335,2,53335,Pantoea,,bacteria,FALSE,8.02017,561,1,NA,NA,99.487,390,10^-251.356,NA,NA,NA,NA,NA,NA,NA,,[472693],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-3.152735459,oral swab
47420,2,47420,Hydrogenophaga,,bacteria,FALSE,8.22032,575,1,NA,NA,86.753,385,10^-180.685,NA,NA,NA,NA,NA,NA,NA,,[2651974],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-4.966670158,oral swab
46255,2,46255,Weissella,,bacteria,FALSE,29.3787,2055,4,NA,NA,96.3353,348,10^-145.533,NA,NA,NA,NA,NA,NA,NA,,[1249],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,1.394789823,oral swab
44249,2,44249,Paenibacillus,,bacteria,FALSE,14.4535,1011,1,NA,NA,95.309,874,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[2023772],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,15.4535,oral swab
44011,2,44011,Ferrimonas,,bacteria,FALSE,10.765,753,1,NA,NA,85.121,578,10^-264.909,NA,NA,NA,NA,NA,NA,NA,,[44012],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,11.765,oral swab
41275,2,41275,Brevundimonas,,bacteria,FALSE,18.728,1310,2,NA,NA,94.984,485,10^-270.249,NA,NA,NA,NA,NA,NA,NA,,"[2861285, 293]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-56.22365011,oral swab
40374,2,40374,Scopulariopsis,,eukaryota,FALSE,7.63417,534,1,NA,NA,94.9997,400,10^-93.595,NA,NA,NA,NA,NA,NA,NA,,[561152],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-3.190414067,oral swab
40323,2,40323,Stenotrophomonas,,bacteria,FALSE,300.02,20986,25,NA,NA,95.7108,664.72,10^-276.158,NA,NA,NA,NA,NA,NA,NA,,[40324],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,12.78794454,oral swab
35829,2,35829,Acetivibrio,,bacteria,FALSE,6.11877,428,1,NA,NA,88.158,228,10^-106.118,NA,NA,NA,NA,NA,NA,NA,,[288965],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,7.11877,oral swab
34104,2,34104,Streptobacillus,,bacteria,FALSE,8.54913,598,1,NA,NA,84.588,279,10^-119.068,NA,NA,NA,NA,NA,NA,NA,,[34105],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-6.388195405,oral swab
34072,2,34072,Variovorax,,bacteria,FALSE,106.964,7482,10,NA,NA,93.0404,531.9,10^-230.541,NA,NA,NA,NA,NA,NA,NA,,"[662548, 434009, 34073]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,107.964,oral swab
33882,2,33882,Microbacterium,,bacteria,FALSE,82.3461,5760,7,NA,NA,95.8643,660.857,10^-300.94,NA,NA,NA,NA,NA,NA,NA,,"[2782168, 2086576, 1079542, 653486]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-89.2244131,oral swab
33465,2,33465,Yponomeuta,European small ermine moth,eukaryota,FALSE,7.03373,492,1,NA,NA,82.216,343,10^-138.191,NA,NA,NA,NA,NA,NA,NA,,[33466],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,8.03373,oral swab
33024,2,33024,Phascolarctobacterium,,bacteria,FALSE,46.7629,3271,3,NA,NA,92.8653,927,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,"[1217279, 33025]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,47.7629,oral swab
32207,2,32207,Rothia,,bacteria,FALSE,77.1852,5399,7,NA,NA,88.9117,567.857,10^-199.035,NA,NA,NA,NA,NA,NA,NA,,"[85336, 43675]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,78.1852,oral swab
32067,2,32067,Leptotrichia,,bacteria,FALSE,788.993,55189,68,NA,NA,93.1967,611.029,10^-248.807,NA,NA,NA,NA,NA,NA,NA,,"[712368, 712362, 712361, 712357, 554406, 157688, 157687, 109328, 40542]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-28.72821607,oral swab
29465,2,29465,Veillonella,,bacteria,FALSE,670.892,46928,50,NA,NA,90.9507,701.12,10^-244.462,NA,NA,NA,NA,NA,NA,NA,,"[2682456, 2682455, 423477, 39778, 39777, 29466]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-16.98037914,oral swab
29407,2,29407,Rhodoplanes,,bacteria,FALSE,58.8718,4118,5,NA,NA,91.1338,593.4,10^-262.688,NA,NA,NA,NA,NA,NA,NA,,[674703],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-30.26035463,oral swab
28453,2,28453,Sphingobacterium,,bacteria,FALSE,10.0359,702,1,NA,NA,94.61,538,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[797291],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,11.0359,oral swab
28100,2,28100,Phyllobacterium,,bacteria,FALSE,210.083,14695,18,NA,NA,83.8959,605.667,10^-228.86,NA,NA,NA,NA,NA,NA,NA,,"[2718938, 1867719, 555317]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,211.083,oral swab
13687,2,13687,Sphingomonas,,bacteria,FALSE,473.69,33134,38,NA,NA,95.7417,710.711,10^-282.808,NA,NA,NA,NA,NA,NA,NA,,"[3014784, 2938948, 2899123, 2862544, 2714942, 2219696, 1855946, 1390395, 563996, 386874, 40681, 33051]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-44.43070069,oral swab
13334,2,13334,Anaerobiospirillum,,bacteria,FALSE,129.023,9025,12,NA,NA,88.5944,591.333,10^-256.426,NA,NA,NA,NA,NA,NA,NA,,[13335],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,130.023,oral swab
13092,2,13092,Hydractinia,,eukaryota,FALSE,29.6932,2077,3,NA,NA,82.4622,113.667,10^-24.9921,NA,NA,NA,NA,NA,NA,NA,,[13093],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,30.6932,oral swab
13075,2,13075,Globicatella,,bacteria,FALSE,9.7929,685,1,NA,NA,91.813,513,10^-280.743,NA,NA,NA,NA,NA,NA,NA,,[13076],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,10.7929,oral swab
6953,2,6953,Dermatophagoides,,eukaryota,FALSE,17.0554,1193,2,NA,NA,100,157.5,10^-94.9569,NA,NA,NA,NA,NA,NA,NA,,[6956],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,18.0554,oral swab
6705,2,6705,Homarus,,eukaryota,FALSE,8.72068,610,1,NA,NA,86.755,302,10^-138.933,NA,NA,NA,NA,NA,NA,NA,,[6706],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,9.72068,oral swab
6181,2,6181,Schistosoma,,eukaryota,FALSE,9.00661,630,1,NA,NA,95.876,485,10^-291.746,NA,NA,NA,NA,NA,NA,NA,,[48269],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,10.00661,oral swab
5820,2,5820,Plasmodium,,eukaryota,FALSE,9.90727,693,1,NA,NA,81.935,155,10^-54.8217,NA,NA,NA,NA,NA,NA,NA,,[5827],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-4.146782413,oral swab
5761,2,5761,Naegleria,,eukaryota,FALSE,107.65,7530,12,NA,NA,91.4364,427.833,10^-221.09,NA,NA,NA,NA,NA,NA,NA,,[5763],1,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,0.966216999,oral swab
5579,2,5579,Aureobasidium,,eukaryota,FALSE,20.2148,1414,2,NA,NA,85.567,481.5,10^-221.416,NA,NA,NA,NA,NA,NA,NA,,[46634],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,21.2148,oral swab
5543,2,5543,Trichoderma,,eukaryota,FALSE,41710,2917556,4601,NA,NA,99.7557,64.9518,10^-22.7052,NA,NA,NA,NA,NA,NA,NA,,[101201],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,7253.314968,oral swab
5475,2,5475,Candida,,eukaryota,FALSE,229.683,16066,19,NA,NA,95.4158,677.684,10^-274.211,NA,NA,NA,NA,NA,NA,NA,,"[5480, 5476]",2,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,230.683,oral swab
5149,2,5149,Chaetomium,,eukaryota,FALSE,23.4887,1643,3,NA,NA,95.4857,374.667,10^-219.356,NA,NA,NA,NA,NA,NA,NA,,"[1628907, 38033]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-23.41911001,oral swab
5146,2,5146,Sordaria,,eukaryota,FALSE,11.8373,828,1,NA,NA,90.947,486,10^-259.495,NA,NA,NA,NA,NA,NA,NA,,[5147],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,12.8373,oral swab
5140,2,5140,Neurospora,,eukaryota,FALSE,12.6664,886,1,NA,NA,89.571,489,10^-251.944,NA,NA,NA,NA,NA,NA,NA,,[5141],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-16.39419674,oral swab
5052,2,5052,Aspergillus,,eukaryota,FALSE,31.6518,2214,2,NA,NA,96.4572,309,10^-127.213,NA,NA,NA,NA,NA,NA,NA,,"[1915373, 1405805]",0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-46.27640955,oral swab
4640,2,4640,Musa,,eukaryota,FALSE,12.1089,847,1,NA,NA,95.07,710,10^-307.653,NA,NA,NA,NA,NA,NA,NA,,[4641],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-3.30637244,oral swab
3817,2,3817,Arachis,,eukaryota,FALSE,27.2486,1906,4,NA,NA,94.1855,288.25,10^-157.565,NA,NA,NA,NA,NA,NA,NA,,[3818],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,-10.73033995,oral swab
3459,2,3459,Coriaria,,eukaryota,FALSE,6.14737,430,1,NA,NA,81.148,244,10^-90.9924,NA,NA,NA,NA,NA,NA,NA,,[79760],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,7.14737,oral swab
2740,2,2740,Peptococcus,,bacteria,FALSE,12.2233,855,1,NA,NA,84.958,472,10^-212.847,NA,NA,NA,NA,NA,NA,NA,,[2741],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,13.2233,oral swab
2737,2,2737,Vagococcus,,bacteria,FALSE,26.9769,1887,3,NA,NA,96.8797,471.333,10^-235.259,NA,NA,NA,NA,NA,NA,NA,,[81947],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,27.9769,oral swab
2192,2,2192,Methanocorpusculum,,archaea,FALSE,8.20602,574,1,NA,NA,95.192,416,10^-244.466,NA,NA,NA,NA,NA,NA,NA,,[83984],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,9.20602,oral swab
1847,2,1847,Pseudonocardia,,bacteria,FALSE,17.0268,1191,2,NA,NA,94.6895,423,10^-245.831,NA,NA,NA,NA,NA,NA,NA,,[2865833],0,RDC_INC_PAN_si_013_775895_taxon_report,PAN013,Standard SISPA,,,18.0268,oral swab
